institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
00958A,Alphacrucis University College Limited,097940J,Master of Education,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Masters Degree (Coursework),52,21920.0,200.0,22120.0
00958A,Alphacrucis University College Limited,097941G,Master of Education (Leadership),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Masters Degree (Coursework),52,16400.0,200.0,16600.0
00958A,Alphacrucis University College Limited,097942G,Graduate Certificate of Education,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Graduate Certificate,26,8200.0,200.0,8400.0
00958A,Alphacrucis University College Limited,097943F,Graduate Certificate of Education (Leadership),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Graduate Certificate,26,8200.0,200.0,8400.0
00958A,Alphacrucis University College Limited,099281A,Bachelor of Education (Secondary),07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,208,97920.0,200.0,98120.0
00958A,Alphacrucis University College Limited,099282M,Bachelor of Arts (Education Studies),07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,156,64800.0,200.0,65000.0
00958A,Alphacrucis University College Limited,099283K,Associate Degree in Education Studies,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Associate Degree,104,43200.0,200.0,43400.0
00958A,Alphacrucis University College Limited,102799G,Diploma of Education Studies,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Diploma,52,24480.0,200.0,24680.0
00958A,Alphacrucis University College Limited,102800H,Graduate Certificate in Teacher Preparation,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Graduate Certificate,26,11520.0,200.0,11720.0
00958A,Alphacrucis University College Limited,105893G,Undergraduate Certificate in Arts,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,26,7880.0,200.0,8080.0
00958A,Alphacrucis University College Limited,105894F,Undergraduate Certificate in Bible,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,26,8920.0,200.0,9120.0
00958A,Alphacrucis University College Limited,105895E,Undergraduate Certificate in Business Studies,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,26,8920.0,200.0,9120.0
00958A,Alphacrucis University College Limited,105896D,Undergraduate Certificate in Christian Music,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,26,8920.0,200.0,9120.0
00958A,Alphacrucis University College Limited,105897C,Undergraduate Certificate in Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,Bachelor Degree,26,10960.0,200.0,11160.0
00958A,Alphacrucis University College Limited,105898B,Undergraduate Certificate in Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,26,8920.0,200.0,9120.0
00958A,Alphacrucis University College Limited,105899A,Undergraduate Certificate in Teacher Preparation,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Bachelor Degree,26,12240.0,200.0,12440.0
00958A,Alphacrucis University College Limited,105900B,Undergraduate Certificate in Discipline Studies,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Bachelor Degree,26,8600.0,200.0,8800.0
00958A,Alphacrucis University College Limited,108338K,Graduate Diploma of Counselling (Korean),09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Diploma,52,22680.0,200.0,22880.0
00958A,Alphacrucis University College Limited,108339J,Graduate Certificate in Trauma Counselling (Korean),09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,11340.0,200.0,11540.0
00958A,Alphacrucis University College Limited,108340E,Graduate Certificate in Professional Supervision (Korean),09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,11340.0,200.0,11540.0
00958A,Alphacrucis University College Limited,108341D,Graduate Certificate in Wellbeing Studies (Korean),09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,11340.0,200.0,11540.0
00958A,Alphacrucis University College Limited,108342C,Master of Counselling (Korean),09 - Society and Culture,0905 - Human Welfare Studies and Services,090515 - Welfare Studies,Masters Degree (Coursework),104,45360.0,200.0,45560.0
00958A,Alphacrucis University College Limited,108343B,Diploma of Music (Korean),10 - Creative Arts,1001 - Performing Arts ,100101 - Music,Diploma,52,17840.0,200.0,18040.0
00958A,Alphacrucis University College Limited,108379A,Bachelor of Arts,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,156,59280.0,200.0,59480.0
00958A,Alphacrucis University College Limited,108380H,Bachelor of Advanced Studies (Honours),09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Honours Degree,52,26160.0,200.0,26360.0
00958A,Alphacrucis University College Limited,108381G,Graduate Diploma of Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Diploma,52,25600.0,200.0,25800.0
00958A,Alphacrucis University College Limited,108382F,Graduate Certificate in Trauma Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,11340.0,200.0,11540.0
00958A,Alphacrucis University College Limited,108383E,Graduate Certificate in Professional Supervision,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,12800.0,200.0,13000.0
00958A,Alphacrucis University College Limited,108384D,Graduate Certificate in Wellbeing Studies,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Certificate,26,11340.0,200.0,11540.0
00958A,Alphacrucis University College Limited,108386B,Master of Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Masters Degree (Coursework),104,51200.0,200.0,51400.0
00958A,Alphacrucis University College Limited,108387A,Diploma of Music,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,Diploma,52,19200.0,200.0,19400.0
00958A,Alphacrucis University College Limited,108388M,Diploma of Entrepreneurship,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,17440.0,200.0,17640.0
00958A,Alphacrucis University College Limited,109384G,Bachelor of Education (Early Childhood and Primary),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,208,97920.0,200.0,98120.0
00958A,Alphacrucis University College Limited,110433D,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090511 - Residential Client Care,Certificate III,35,8450.0,0.0,8450.0
00958A,Alphacrucis University College Limited,110434C,Certificate III in Allied Health Assistance,06 - Health,0699 - Other Health,"069900 - Health, n.f.d.",Certificate III,22,7150.0,0.0,7150.0
00958A,Alphacrucis University College Limited,112109M,Certificate IV in Ministry and Discipleship,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Certificate IV,48,6300.0,0.0,6300.0
00958A,Alphacrucis University College Limited,112110G,Diploma of Christian Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Diploma,72,7560.0,0.0,7560.0
00958A,Alphacrucis University College Limited,112111F,Advanced Diploma of Christian Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Advanced Diploma,72,7560.0,0.0,7560.0
00958A,Alphacrucis University College Limited,113805A,Certificate III in Allied Health Assistance,06 - Health,0699 - Other Health,"069900 - Health, n.f.d.",Certificate III,24,8500.0,0.0,8500.0
00958A,Alphacrucis University College Limited,113806M,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,52,8500.0,0.0,8500.0
00958A,Alphacrucis University College Limited,113807K,Certificate IV in Leisure and Health,09 - Society and Culture,0905 - Human Welfare Studies and Services,090511 - Residential Client Care,Certificate IV,52,8500.0,0.0,8500.0
00958A,Alphacrucis University College Limited,115070H,Master of Theological Studies,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Coursework),104,47360.0,0.0,47360.0
00958A,Alphacrucis University College Limited,115071G,Master of Divinity,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Coursework),156,71040.0,0.0,71040.0
00958A,Alphacrucis University College Limited,115072F,Graduate Certificate in Theological Studies,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Graduate Certificate,26,11840.0,0.0,11840.0
00958A,Alphacrucis University College Limited,115073E,Graduate Diploma in Theological Studies,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Graduate Diploma,52,23680.0,0.0,23680.0
00958A,Alphacrucis University College Limited,115074D,Graduate Certificate in Ancient Languages,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Graduate Certificate,26,11840.0,0.0,11840.0
00958A,Alphacrucis University College Limited,116462F,Bachelor of Business (Business Analytics),08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,156,57840.0,200.0,58040.0
00959M,The Cathedral School of St Anne and St James,072635B,Primary Years Prep - Year 6,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,364,157700.0,9900.0,167600.0
00959M,The Cathedral School of St Anne and St James,099589C,Junior Secondary Years 7-10,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,125200.0,96300.0,221500.0
00959M,The Cathedral School of St Anne and St James,099590K,Senior Secondary Years 11-12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,62600.0,48400.0,111000.0
00969J,Seventh-Day Adventist Schools (South Queensland) Ltd,082940K,Prep - Year 6,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,364,118692.0,25396.0,144088.0
00969J,Seventh-Day Adventist Schools (South Queensland) Ltd,082941J,Year 7-10,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,94080.0,24662.0,118742.0
00969J,Seventh-Day Adventist Schools (South Queensland) Ltd,082942G,Year 11-12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,48960.0,18056.0,67016.0
00971D,Haileybury Rendall School,0100358,Year 11 to 12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,64482.0,1000.0,65482.0
00971D,Haileybury Rendall School,0100359,Year 7 to 10,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,128964.0,1000.0,129964.0
00972C,Edmund Rice Education Australia Colleges Ltd,001567G,Senior Secondary School Yrs 11&12 Boys Only,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,66260.0,44981.0,111241.0
00972C,Edmund Rice Education Australia Colleges Ltd,084070B,Middle School Years 7-10 Boys only,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,132520.0,88740.0,221260.0
00972C,Edmund Rice Education Australia Colleges Ltd,108465C,Primary School Years 5 - 6 Boys Only,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,104,55280.0,3490.0,58770.0
00974A,The Ivanhoe Girls Grammar School,016611G,Secondary Years 7 - 12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,312,234696.0,12896.0,247592.0
00974A,The Ivanhoe Girls Grammar School,018621A,Primary Years P - 6,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Primary School Studies,364,211336.0,10128.0,221464.0
00977J,Melbourne Grammar School,006536G,Secondary Years 7 - 12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,312,243540.0,0.0,243540.0
00978G,Seventh-Day Adventist Schools (Victoria) Limited,002526J,Secondary Years 7 - 12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,312,,,74638.0
